id,nome científico,family,fbLink,category,criteria,assessmentYear,reassessment
14018,Galianthe souzae E.L.Cabral & Bacigalupo,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14018,CR,"A4ace;B1ab(i,ii,iii,iv,v)",2021,true
14020,Galianthe vaginata E.L.Cabral & Bacigalupo,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14020,EN,B1ab(iii)+2ab(iii),2012,false
14025,Galium diphyllum (K.Schum.) Dempster,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14025,CR,B2ab(ii),2012,false
14041,Galium rubidiflorum Dempster,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14041,CR,B2ab(iii),2012,false
14043,Galium shepherdii Jung-Mend.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14043,CR,"B2ab(i,iii,iv)",2012,false
14053,Guettarda grazielae M.R.V.Barbosa,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14053,EN,B2ab(iii),2018,false
14067,Hindsia glabra K.Schum.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14067,CR,"B2ab(i,ii,iii,iv);C2a(i);D",2017,true
14068,Hindsia ibitipocensis Di Maio,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14068,CR,B2ab(iii),2012,false
14076,Ixora bahiensis Benth.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14076,EN,B2ab(iii),2019,false
14095,Manettia campanulacea Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14095,CR,B2ab(iii),2012,false
14105,Manettia pauciflora Dusén,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14105,EN,B1ab(iii)+2ab(iii),2012,false
14116,Melanopsidium nigrum Colla,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14116,VU,A2bc,2019,true
14118,Mitracarpus anthospermoides K.Schum.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14118,EN,B2ab(iii),2012,false
14132,Pagamea harleyi Steyerm.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14132,VU,A2c;B1ab(iii),2019,true
14137,Palicourea fulgens (Müll.Arg.) Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14137,VU,"B1ab(ii,iii)+2ab(ii,iii)",2012,false
14149,Posoqueria bahiensis L.Macias & L.S.Kinoshita,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14149,VU,"B1ab(i,iii)",2018,false
14152,Posoqueria palustris Mart.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14152,EN,B1ab(iii)+2ab(iii),2019,true
14174,Psychotria fluminensis Vell.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14174,VU,B1ab(iii),2019,false
14176,Psychotria glaziovii Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14176,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2020,false
14190,Psychotria loefgrenii Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14190,EN,B1ab(iii)+2ab(iii),2012,false
14195,Psychotria microcarpa Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14195,EN,B1ab(iii)+2ab(iii),2012,false
14205,Psychotria paludosa Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14205,EN,"B2ab(ii,iii)",2012,false
14221,Psychotria subspathacea Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14221,VU,"B1b(i,ii,iii)+2b(i,ii,iii)",2017,false
14227,Psychotria ulei Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14227,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
14240,Richardia schumannii W.H.Lewis & R.L.Oliv.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14240,EN,"B2ab(ii,iii)",2012,false
14243,Riodocea pulcherrima Delprete,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14243,EN,B2ab(iii),2019,true
14249,Rudgea corymbulosa Benth.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14249,EN,"B2ab(ii,iii)",2012,false
14250,Rudgea crassifolia Zappi & E.Lucas,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14250,VU,B2ab(iii),2012,false
14252,Rudgea erythrocarpa Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14252,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2022,true
14255,Rudgea insignis Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14255,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2022,true
14260,Rudgea nobilis Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14260,EN,B2ab(iii),2019,true
14262,Rudgea pachyphylla Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14262,CR,B1ab(iii)+2ab(iii),2020,true
14264,Rudgea parvifolia (Cham.) Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14264,CR,"B2ab(ii,iii,iv)",2017,true
14272,Rudgea vellerea Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14272,VU,B1ab(iii),2019,true
14274,Rustia angustifolia K.Schum.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14274,EN,B1ab(iii)+2ab(iii),2021,true
14276,Rustia gracilis K.Schum.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14276,EN,"B2ab(ii,iii,iv)",2018,false
14277,Rustia simpsonii Delprete,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14277,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2022,true
14289,Simira eliezeriana Peixoto,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14289,EN,"B1ab(i,iii)",2018,false
14291,Simira grazielae Peixoto,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14291,CR,"B1ab(i,ii,iii,iv,v)",2019,true
14292,Simira hatschbachiorum J.H.Kirkbr.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14292,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,true
14331,Standleya erecta Brade,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14331,CR,"A1c;B2ab(ii,iii,iv)",2017,false
14332,Standleya kuhlmanni Brade,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14332,EN,"B1ab(ii,iii)+2ab(ii,iii)",2012,false
14333,Standleya limae Brade,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14333,CR,"B2ab(ii,iii,iv)",2017,false
14342,Conchocarpus minutiflorus Groppo & Pirani,Rutaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14342,CR,"B1ab(i,ii,iii)",2019,false
14349,Abatia angeliana M.H.Alford,Salicaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14349,VU,A2c,2012,false
14351,Abatia microphylla Taub.,Salicaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14351,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
14365,Casearia catharinensis Sleumer,Salicaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14365,EN,"B2ab(ii,iii,v)",2018,false
14380,Casearia paranaensis Sleumer,Salicaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14380,VU,A2c;B1ab(iii),2012,false
14395,Xylosma glaberrima Sleumer,Salicaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14395,VU,"B2ab(i,ii,iii,iv)",2019,true
14458,Chrysophyllum imperiale (Linden ex K.Koch & Fintelm.) Benth. & Hook.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14458,EN,"B2ab(i,ii,iii,iv,v)",2019,true
14467,Chrysophyllum subspinosum Monach.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14467,EN,"B2ab(i,ii,iii)",2021,true
14475,Manilkara dardanoi Ducke,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14475,VU,B1ab(iii),2011,false
14476,Manilkara decrescens T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14476,VU,"B2ab(ii,iii)",2023,true
14479,Manilkara maxima T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14479,EN,"B2ab(i,ii,iii,iv,v)",2019,true
14495,Pouteria bapeba T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14495,EN,"B2ab(i,ii,iii,iv,v)",2019,true
14497,Pouteria bullata (S.Moore) Baehni,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14497,EN,A2bc;B2b(iii),2019,true
14498,Pouteria butyrocarpa (Kuhlm.) T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14498,CR,A2c,2019,true
14500,Pouteria coelomatica Rizzini,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14500,EN,A2c;B2b(iii),2019,true
14507,Pouteria macahensis T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14507,EN,"B2ab(i,ii,iii)",2019,true
14517,Pouteria stenophylla Baehni,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14517,VU,B2ab(iii),2021,true
14523,Pradosia glaziovii (Pierre) T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14523,VU,"B2ab(i,ii,iii)",2023,true
14524,Pradosia kuhlmannii Toledo,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14524,EN,"B2ab(i,ii,iii,iv)",2019,true
14537,Buddleja longiflora Brade,Scrophulariaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14537,CR,"B1ab(i,ii,iii,iv)",2014,false
14540,Buddleja speciosissima Taub.,Scrophulariaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14540,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2014,false
14542,Castela tweedii Planch.,Simaroubaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14542,EN,B2ab(iii),2012,false
14561,Smilax lutescens Vell.,Smilacaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14561,EN,"B2ab(ii,iii,iv)",2012,false
14562,Smilax muscosa Toledo,Smilacaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14562,VU,D2,2012,false
14566,Smilax spicata Vell.,Smilacaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14566,EN,"B2ab(ii,iii,iv)",2012,false
14569,Smilax subsessiliflora Duhamel,Smilacaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14569,EN,"B2ab(ii,iii,iv)",2012,false
14610,Calibrachoa eglandulata Stehmann & Semir,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14610,EN,B1ab(iii),2012,false
14621,Calibrachoa spathulata (L.B.Sm. & Downs) Stehmann & Semir,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14621,VU,B1ab(iii),2012,false
14627,Capsicum friburgense Barboza & Bianch.,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14627,EN,"B2ab(ii,iii,iv)",2017,false
14665,Lycianthes repens (Spreng.) Bitter,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14665,EN,B2ab(iii),2012,false
14682,Nicotiana mutabilis Stehmann & Semir,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14682,VU,D2,2012,false
14689,Petunia bonjardinensis T.Ando & Hashim.,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14689,EN,B1ab(iii),2012,false
14692,Petunia mantiqueirensis T.Ando & Hashim.,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14692,EN,"B2ab(iii,iv,v)",2012,false
14693,Petunia reitzii L.B.Sm. & Downs,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14693,CR,"B1ab(iii,v)",2012,false
14694,Petunia saxicola L.B.Sm. & Downs,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14694,CR,"B2ab(iii,v);C2a(i,ii);D",2012,false
14704,Schwenckia curviflora Benth.,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14704,EN,"B2ab(ii,iii,iv,v)",2012,false
14708,Schwenckia nova-veneciana Carvalho,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14708,CR,"B2ab(ii,iii,iv,v)",2012,false
14730,Solanum arenarium Sendtn.,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14730,EN,"B2ab(iii,v)",2012,false
14735,Solanum bahianum S.Knapp,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14735,EN,"B2ab(i,ii,iii,iv,v)",2012,false
14771,Solanum gertii S.Knapp,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14771,EN,"B2ab(i,ii,iii)",2019,true
14776,Solanum graveolens Bunbury,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14776,EN,"B2ab(ii,iii,iv,v)",2012,false
14790,Solanum jabrense Agra & M.Nee,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14790,EN,"B2ab(iii,v)",2012,false
14795,Solanum kleinii L.B.Sm. & Downs,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14795,EN,B2ab(iii),2019,false
14817,Solanum pabstii L.B.Sm. & Downs,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14817,EN,B2ab(iii),2020,false
14818,Solanum pachimatium Dunal,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14818,VU,"B2ab(i,ii,iii)",2019,false
14842,Solanum reitzii L.B.Sm. & Downs,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14842,VU,B2ab(iii),2023,true
14844,Solanum restingae S.Knapp,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14844,EN,"B2ab(iii,iv,v)",2012,false
14852,Solanum santosii S.Knapp,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14852,VU,"B2ab(iii,v)",2012,false
14863,Solanum spissifolium Sendtn.,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14863,CR,"B2ab(i,ii,iii,iv,v);C2a(i)",2012,false
14884,Solanum viscosissimum Sendtn.,Solanaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14884,EN,"B2ab(i,ii,iii,iv,v)",2012,false
14899,Symplocos angulata Brand,Symplocaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14899,CR,"B1ab(i,iii,iv)+2ab(ii,iii,iv)",2018,false
14901,Symplocos corymboclados Brand,Symplocaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14901,EN,B2ab(iii),2019,true
14906,Symplocos itatiaiae Wawra,Symplocaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14906,EN,"B1ab(i,ii,iii,v)",2012,false
14910,Symplocos neglecta Brand,Symplocaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14910,CR,"B2ab(ii,iii,iv)",2017,true
14916,Symplocos pycnobotrya Mart. ex Miq.,Symplocaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14916,EN,"B2ab(i,ii,iii,iv,v)",2018,false
14917,Symplocos rizzinii Occhioni,Symplocaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14917,CR,B1ab(iii),2020,false
14946,Daphnopsis pseudosalix Domke,Thymelaeaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14946,EN,"B2ab(ii,iii)",2020,false
14954,Funifera insulae Nevling,Thymelaeaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14954,CR,"B2ab(ii,iii)",2017,false
14961,Trigonia littoralis Miguel & E.F.Guim.,Trigoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14961,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
14974,Trigoniodendron spiritusanctense E.F.Guim. & Miguel,Trigoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14974,EN,"B2ab(iii,v)",2019,true
14979,Tropaeolum warmingianum Rohrb.,Tropaeolaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB14979,EN,"B2ab(ii,iii,iv)",2012,false
15018,Turnera luetzelburgii Sleumer,Turneraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15018,VU,"B1ab(i,ii,iii)",2014,false
15044,Coussapoa curranii S.F.Blake,Urticaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15044,EN,B2ab(iii),2019,true
15045,Coussapoa floccosa Akkermans & C.C.Berg,Urticaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15045,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,true
15047,Coussapoa pachyphylla Akkermans & C.C.Berg,Urticaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15047,EN,"B2ab(ii,iii)",2020,false
15060,Pilea aparadensis P.Brack,Urticaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15060,CR,"B2ab(ii,iii)",2012,false
15062,Pilea flammula P.Brack,Urticaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15062,VU,D2,2012,false
15090,Valeriana glaziovii Taub.,Caprifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15090,EN,"B1ab(i,iii)+2ab(ii,iii)",2012,false
15091,Valeriana glechomifolia F.G.Mey.,Caprifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15091,EN,B1ab(iii)+2ab(iii),2012,false
15092,Valeriana organensis Gardner,Caprifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15092,CR,"B2ab(i,ii,iii,iv)",2012,false
15094,Valeriana reitziana Borsini,Caprifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15094,VU,A2c,2012,false
15097,Valeriana tajuvensis Sobral,Caprifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15097,VU,D2,2012,false
15100,Barbacenia brevifolia Taub.,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15100,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
15103,Barbacenia fannieae (N.L.Menezes) Mello-Silva,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15103,VU,D2,2017,false
15105,Barbacenia gaveensis Goethart & Henrard,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15105,CR,B2ab(iii),2017,false
15111,Barbacenia seubertiana Goethart & Henrard,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15111,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
15112,Barbacenia spectabilis L.B.Sm. & Ayensu,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB15112,EN,B1ab(iii)+2ab(iii),2012,false
